user_id,reviewerName,item_id,hotelName,reviewText,hotel_url,date,title,text,service,location,value,cleanliness,sleep quality,rooms,check in / front desk,"business service (e.g., internet access)",sentiment_score,sentiment_label,rating,implicit_feedback,sentiment_numeric
1172,203rominaz,1380423,Falkensteiner Family Hotel Diadora Petrcane Zadar County Dalmatia,"Lovely time The best holiday ever.. If you want a holiday where you will be just relaxed and don't do anything this is definitely the right choice. . The food is all inclusive, and it's so fresh and first class.. you have variety choice of meat and fish, pasta, fresh fruit, cake.. The salad buffet it's just great. Everything is clean and tidy.. in the room you have towel's, bag, slippers for the pool. So if you forget something don't worry they have all. I plan definitely to return with my son, because it's little paradise for the kids...",Hotel_Review-g1182225-d1380423-Reviews-Falkensteiner_Family_Hotel_Diadora-Petrcane_Zadar_County_Dalmatia.html,2017-05-01T00:00:00,Lovely time,"The best holiday ever.. If you want a holiday where you will be just relaxed and don't do anything this is definitely the right choice. . The food is all inclusive, and it's so fresh and first class.. you have variety choice of meat and fish, pasta, fresh fruit, cake.. The salad buffet it's just great. Everything is clean and tidy.. in the room you have towel's, bag, slippers for the pool. So if you forget something don't worry they have all. I plan definitely to return with my son, because it's little paradise for the kids...",,,,,,,,,0.351240079,positive,5,1,1
1173,MirnaS_13,1380423,Falkensteiner Family Hotel Diadora Petrcane Zadar County Dalmatia,"Very nice choice for a relaxing week We've visited the hotel for four days with two small kids (3y and 6m). Had a full board package which is excellent because we didn't have to leave the resort and the food was very good. Visited cities Nin and Zadar which are at app. 15 min by car. Rooms look a bit crowded at first sigth, but a good thing is that you can separate kids' sleeping area with sliding doors. Found the elevators a bit confusing (need to change them because the whole hotel doesn't have the same number of floors). Otherwise, it is great for kids - two small indoor pools at app. 40 cm depth (among others), Falkyland (indoor play area) and outdoor play area with great animation crew and the best thing was that the hotel was not crowded so we could enjoy ourselves! We've also enjoyed fitness and spa with sauna! 😊",Hotel_Review-g1182225-d1380423-Reviews-Falkensteiner_Family_Hotel_Diadora-Petrcane_Zadar_County_Dalmatia.html,2017-05-01T00:00:00,Very nice choice for a relaxing week,"We've visited the hotel for four days with two small kids (3y and 6m). Had a full board package which is excellent because we didn't have to leave the resort and the food was very good. Visited cities Nin and Zadar which are at app. 15 min by car. Rooms look a bit crowded at first sigth, but a good thing is that you can separate kids' sleeping area with sliding doors. Found the elevators a bit confusing (need to change them because the whole hotel doesn't have the same number of floors). Otherwise, it is great for kids - two small indoor pools at app. 40 cm depth (among others), Falkyland (indoor play area) and outdoor play area with great animation crew and the best thing was that the hotel was not crowded so we could enjoy ourselves! We've also enjoyed fitness and spa with sauna! 😊",,,,,,,,,0.4446875,positive,4,1,1
1174,reik_yard09,1380423,Falkensteiner Family Hotel Diadora Petrcane Zadar County Dalmatia,"Awsome We had such a good time last week Service is excellente, all the fascillities are great. We were suprised how the kids entertainers were so nice , friendly and positive with so many children. The rooms and the whole hotel was clean and comfy. Good job!",Hotel_Review-g1182225-d1380423-Reviews-Falkensteiner_Family_Hotel_Diadora-Petrcane_Zadar_County_Dalmatia.html,2017-05-01T00:00:00,Awsome,"We had such a good time last week Service is excellente, all the fascillities are great. We were suprised how the kids entertainers were so nice , friendly and positive with so many children. The rooms and the whole hotel was clean and comfy. Good job!",,,,,,,,,0.422176309,positive,5,1,1
1175,73melindab,1380423,Falkensteiner Family Hotel Diadora Petrcane Zadar County Dalmatia,"The most perfect destination with small children We had (again) perfect holidays in this fantastic hotel in Croatia with our 5,4 and 3 years old sons. Very good facilities for small children, amazing food and surprisingly kind staff:) It's our 2nd time here and there is nothing we could complain about. Boys loved the little pool, the waterslide, the outdoor boat-pool with captain Falky and the indoor playground. We loved the food, the moments of tranquillity when boys were busy discovering every toy and the sunshine. The sea was too cold to swim in, but this was not a problem at all. We love this place (though it is not cheap)!",Hotel_Review-g1182225-d1380423-Reviews-Falkensteiner_Family_Hotel_Diadora-Petrcane_Zadar_County_Dalmatia.html,2017-05-01T00:00:00,The most perfect destination with small children,"We had (again) perfect holidays in this fantastic hotel in Croatia with our 5,4 and 3 years old sons. Very good facilities for small children, amazing food and surprisingly kind staff:) It's our 2nd time here and there is nothing we could complain about. Boys loved the little pool, the waterslide, the outdoor boat-pool with captain Falky and the indoor playground. We loved the food, the moments of tranquillity when boys were busy discovering every toy and the sunshine. The sea was too cold to swim in, but this was not a problem at all. We love this place (though it is not cheap)!",5,,5,,,5,,,0.319605263,positive,5,1,1
1176,iva_hr,1380423,Falkensteiner Family Hotel Diadora Petrcane Zadar County Dalmatia,"Perfect place for family holiday If you're searching for hotel to go with your little ones - this is it! This hotel is made for families with children: kids buffet at restauran, playrooms, kids disco, extra kids room in room, kids pool. On the last day of our stay although we already checked out, we were able to spend time at the pool and have lunch (extra).",Hotel_Review-g1182225-d1380423-Reviews-Falkensteiner_Family_Hotel_Diadora-Petrcane_Zadar_County_Dalmatia.html,2017-04-01T00:00:00,Perfect place for family holiday,"If you're searching for hotel to go with your little ones - this is it! This hotel is made for families with children: kids buffet at restauran, playrooms, kids disco, extra kids room in room, kids pool. On the last day of our stay although we already checked out, we were able to spend time at the pool and have lunch (extra).",,,,,,,,,0.2109375,positive,5,1,1
1177,sarahrV4455DW,1380423,Falkensteiner Family Hotel Diadora Petrcane Zadar County Dalmatia,"Great Stay!!! **Beware of Booking.com pricing** I just got back from our Croatia trip. We loved the resort! The staff is very friendly and helpful. Everyone spoke English. The ladies at the SPA were amazing. I booked 2 massages during my time there. The prices were very good as well. A full body massage 50 mins was around $54. The resort was very well kept and beautiful. I only had a couple of issues with the resort however. I feel like the quality of the food wasn't good. I understand that I visited during low season but the food seemed to be very bland. I watched one cook just throw chicken breast on the grill with no seasonings. Tons of seafood, which is good for someone that loves seafood. For us non-seafood eaters there wasn't a big variety of food to eat. You have to eat during the assigned times and you won't find any food after the restaurant closes. The first night we ate early around 6:00pm. Around 9:30pm my kids were a bit hungry and there was no where to get food or drinks. The bar stays open til midnight but anything you get from there is not included and you must pay for it. My family enjoys drinking Coke. The Coke offered during the buffet is not good and taste nothing like Coke. So we would get Coke from the bar which was actually Coke in a bottle. A round of 4 Cokes was $15 each time. The only alcohol that is free and included is a white wine, red wine and beer. But again you can only get it when the buffet restaurant is open. My kids liked the Arcade but it was 5 kun every game. The rooms was really nice and spacious enough. The air conditioning was turned off throughout the entire resort so at night we had to sleep with the balcony door open when it got really hot. The fridge in our room didn't really work either.TV was horrible. Out of maybe 30 channels there was only 2 in English. All the other channels were in German, Croatian, and Italian. None of the cartoon channels were in English. My daughter was a bit disappointed! Besides, those issues we had a great time. Definietly would recommend it to families with small children. Resort really caters to kids. My kids are 10 and 13. My 10yr old loved it. My 13yrs not so much because he was a lot older. Tips***** 1. If you want to go downtown Zadar the resort will call you a taxi. He charged 230 Kun which is around $34. They allow you to reserve a pick-up time with the same taxi or you can find one on your own. Right before you get to the bridge that connects Old town with New town there's a taxi stand with several taxis. Take one of those back to the resort. He only charged 160 Kun which was around $22 2. After we ate lunch and dinner, we took some food back to our room to have something to snack on until the opened back up again. If not like I mentioned earlier you can't get anything to eat until the next time they open. 3. If you book through Booking.com, even if you put 2 adults and 2 children in the search box the resort price is different than what Booking.com gives you. Apparently Booking.com price is per adult with no children. So when I booked through Booking.com my total hotel stay was 488 euro for what I thought was 2 adults 2 children. The next day I received an email from the hotel requesting the ages of my children. Children 13yrs and over are considered adults. So I ended up have to book 2 rooms because my 13yrs was considered an adult and only 2 adults per room is allowed. For my daughter I had to pay half price for the adult price. In the end after going back and forth with them I ended up getting 2 rooms and paying a total of 775 euros. We got side by side rooms with a connecting door inside. My kids loved getting their own room but I wasn't too happy. I contacted Booking.com with no reply but I really feel they need to clarify that before you book.",Hotel_Review-g1182225-d1380423-Reviews-Falkensteiner_Family_Hotel_Diadora-Petrcane_Zadar_County_Dalmatia.html,2017-04-01T00:00:00,Great Stay!!! **Beware of Booking.com pricing**,"I just got back from our Croatia trip. We loved the resort! The staff is very friendly and helpful. Everyone spoke English. The ladies at the SPA were amazing. I booked 2 massages during my time there. The prices were very good as well. A full body massage 50 mins was around $54. The resort was very well kept and beautiful. I only had a couple of issues with the resort however. I feel like the quality of the food wasn't good. I understand that I visited during low season but the food seemed to be very bland. I watched one cook just throw chicken breast on the grill with no seasonings. Tons of seafood, which is good for someone that loves seafood. For us non-seafood eaters there wasn't a big variety of food to eat. You have to eat during the assigned times and you won't find any food after the restaurant closes. The first night we ate early around 6:00pm. Around 9:30pm my kids were a bit hungry and there was no where to get food or drinks. The bar stays open til midnight but anything you get from there is not included and you must pay for it. My family enjoys drinking Coke. The Coke offered during the buffet is not good and taste nothing like Coke. So we would get Coke from the bar which was actually Coke in a bottle. A round of 4 Cokes was $15 each time. The only alcohol that is free and included is a white wine, red wine and beer. But again you can only get it when the buffet restaurant is open. My kids liked the Arcade but it was 5 kun every game. The rooms was really nice and spacious enough. The air conditioning was turned off throughout the entire resort so at night we had to sleep with the balcony door open when it got really hot. The fridge in our room didn't really work either.TV was horrible. Out of maybe 30 channels there was only 2 in English. All the other channels were in German, Croatian, and Italian. None of the cartoon channels were in English. My daughter was a bit disappointed! Besides, those issues we had a great time. Definietly would recommend it to families with small children. Resort really caters to kids. My kids are 10 and 13. My 10yr old loved it. My 13yrs not so much because he was a lot older. Tips***** 1. If you want to go downtown Zadar the resort will call you a taxi. He charged 230 Kun which is around $34. They allow you to reserve a pick-up time with the same taxi or you can find one on your own. Right before you get to the bridge that connects Old town with New town there's a taxi stand with several taxis. Take one of those back to the resort. He only charged 160 Kun which was around $22 2. After we ate lunch and dinner, we took some food back to our room to have something to snack on until the opened back up again. If not like I mentioned earlier you can't get anything to eat until the next time they open. 3. If you book through Booking.com, even if you put 2 adults and 2 children in the search box the resort price is different than what Booking.com gives you. Apparently Booking.com price is per adult with no children. So when I booked through Booking.com my total hotel stay was 488 euro for what I thought was 2 adults 2 children. The next day I received an email from the hotel requesting the ages of my children. Children 13yrs and over are considered adults. So I ended up have to book 2 rooms because my 13yrs was considered an adult and only 2 adults per room is allowed. For my daughter I had to pay half price for the adult price. In the end after going back and forth with them I ended up getting 2 rooms and paying a total of 775 euros. We got side by side rooms with a connecting door inside. My kids loved getting their own room but I wasn't too happy. I contacted Booking.com with no reply but I really feel they need to clarify that before you book.",5,,,5,,4,,,0.134567641,positive,4,1,1
1178,adambU6276RK,1380423,Falkensteiner Family Hotel Diadora Petrcane Zadar County Dalmatia,"Amazing! We had no idea what to expect for our stay here. I can not even begin to describe how amazing and friendly the staff are, they go above and beyond to make sure you are comfortable. The food was buffet style, but not typical buffet fair, there were so many options! Seafood every day, plenty of choices for the kids, and a large drink selection. We chose to utilise the free daycare, so we could spend time in the spa, we were in the steam bath every day. Upon checkout, the front desk clerk gave us all drinks for the road! We are already trying to plan our trip back!",Hotel_Review-g1182225-d1380423-Reviews-Falkensteiner_Family_Hotel_Diadora-Petrcane_Zadar_County_Dalmatia.html,2017-04-01T00:00:00,Amazing!,"We had no idea what to expect for our stay here. I can not even begin to describe how amazing and friendly the staff are, they go above and beyond to make sure you are comfortable. The food was buffet style, but not typical buffet fair, there were so many options! Seafood every day, plenty of choices for the kids, and a large drink selection. We chose to utilise the free daycare, so we could spend time in the spa, we were in the steam bath every day. Upon checkout, the front desk clerk gave us all drinks for the road! We are already trying to plan our trip back!",,,,,,,,,0.395634921,positive,5,1,1
1179,Zvonko1977,1380423,Falkensteiner Family Hotel Diadora Petrcane Zadar County Dalmatia,"Best family vacation over and over and over! We have been going on summer family vacation in this same hotel for 5 years in a row, the location, service, hotel, staff, food and activities are perfect for families with young children and teenagers. We hope to continue this tradition for many more years.",Hotel_Review-g1182225-d1380423-Reviews-Falkensteiner_Family_Hotel_Diadora-Petrcane_Zadar_County_Dalmatia.html,2017-01-01T00:00:00,Best family vacation over and over and over!,"We have been going on summer family vacation in this same hotel for 5 years in a row, the location, service, hotel, staff, food and activities are perfect for families with young children and teenagers. We hope to continue this tradition for many more years.",5,5,,,,4,,,0.516666667,positive,5,1,1
1180,981jasminam,1380423,Falkensteiner Family Hotel Diadora Petrcane Zadar County Dalmatia,"Third time in Diadora – this time with a baby This was our first holiday since we got our third child. We were afraid how we’ll manage all and find time for ourselves. Diadora proved to be our second home! First we forgot our baby cot – no problem, Diadora has it, although we didn’t make reservation. We were also using the Diadora stroller since it was very clean and handy. Our two older girls had a great time in the play area. Animators were very friendly, activities were interesting and educational. Girls even wanted to go for a lunch with Falky instead of us (and our kids are very mother-dependent and shy). I love the family rooms in Diadora. Girls were in their ‘room’ and we had no problem watching TV and/or maintaining the baby. Babyphone works from the room to the restaurant and bar (when the room is in the line of sight). Everything is very clean and spacious enough (even for the five of us to wash and dry at the same time after a pool). The indoor swimming activities are a big plus, especially when the weather is not good. Kids find the children’s pool interesting, while it is well maintained and organized in a way that you can see from one point the whole area (e.g. while sitting in one place with a baby you can easily supervise the whole area). The swimming academy has competent and approachable trainers and is a lot of fun. The baby swimming class was a big success and we learned a lot. Finally, the food. The food is excellent and wide ranged, so everyone was happy",Hotel_Review-g1182225-d1380423-Reviews-Falkensteiner_Family_Hotel_Diadora-Petrcane_Zadar_County_Dalmatia.html,2017-01-01T00:00:00,Third time in Diadora – this time with a baby,"This was our first holiday since we got our third child. We were afraid how we’ll manage all and find time for ourselves. Diadora proved to be our second home! First we forgot our baby cot – no problem, Diadora has it, although we didn’t make reservation. We were also using the Diadora stroller since it was very clean and handy. Our two older girls had a great time in the play area. Animators were very friendly, activities were interesting and educational. Girls even wanted to go for a lunch with Falky instead of us (and our kids are very mother-dependent and shy). I love the family rooms in Diadora. Girls were in their ‘room’ and we had no problem watching TV and/or maintaining the baby. Babyphone works from the room to the restaurant and bar (when the room is in the line of sight). Everything is very clean and spacious enough (even for the five of us to wash and dry at the same time after a pool). The indoor swimming activities are a big plus, especially when the weather is not good. Kids find the children’s pool interesting, while it is well maintained and organized in a way that you can see from one point the whole area (e.g. while sitting in one place with a baby you can easily supervise the whole area). The swimming academy has competent and approachable trainers and is a lot of fun. The baby swimming class was a big success and we learned a lot. Finally, the food. The food is excellent and wide ranged, so everyone was happy",,,,,,,,,0.216404762,positive,5,1,1
1181,Petra_Bence,1380423,Falkensteiner Family Hotel Diadora Petrcane Zadar County Dalmatia,"Great place with kids in Croatia We spent our holiday in Falkensteiner Diadora as we didn't want to book a holiday in Belek according to the international situation. We didn't expect too much, just wanted to spend a week at the sea. The weather was quite good no rain at all, but not hot as well. All in all the resort is clean, quite nice, food was good and kids zones were good. Falkyland is perfect for kids, good animation team, Falky rituals and minidisco is really enjoyable for the kids. The sea and the water of pools were cold. Food was quite good, and nice sea food choice was available. This is the place where kids are welcome and everything is about them. If you want to keep calm and enjoy silence book Ladera. We booked falky family suite, it was good with separate sleeping room for the kids. Housekeeping should be better but you can motivate them with tips.",Hotel_Review-g1182225-d1380423-Reviews-Falkensteiner_Family_Hotel_Diadora-Petrcane_Zadar_County_Dalmatia.html,2016-12-01T00:00:00,Great place with kids in Croatia,"We spent our holiday in Falkensteiner Diadora as we didn't want to book a holiday in Belek according to the international situation. We didn't expect too much, just wanted to spend a week at the sea. The weather was quite good no rain at all, but not hot as well. All in all the resort is clean, quite nice, food was good and kids zones were good. Falkyland is perfect for kids, good animation team, Falky rituals and minidisco is really enjoyable for the kids. The sea and the water of pools were cold. Food was quite good, and nice sea food choice was available. This is the place where kids are welcome and everything is about them. If you want to keep calm and enjoy silence book Ladera. We booked falky family suite, it was good with separate sleeping room for the kids. Housekeeping should be better but you can motivate them with tips.",,,,,,,,,0.447348485,positive,4,1,1
1182,Voyager50480,1380423,Falkensteiner Family Hotel Diadora Petrcane Zadar County Dalmatia,"Kids welcome hotel super! l think this is the place to be if you have a baby or older child. Everything is made for kids, they love it! Also the rest of the hotel in really nice, food is amazing! Nice beach near by, love it! Really nice personel in the hotel, kind and friendly.",Hotel_Review-g1182225-d1380423-Reviews-Falkensteiner_Family_Hotel_Diadora-Petrcane_Zadar_County_Dalmatia.html,2016-11-01T00:00:00,Kids welcome hotel super!,"l think this is the place to be if you have a baby or older child. Everything is made for kids, they love it! Also the rest of the hotel in really nice, food is amazing! Nice beach near by, love it! Really nice personel in the hotel, kind and friendly.",5,,,5,,5,,,0.521527778,positive,5,1,1
1183,kongo09,1380423,Falkensteiner Family Hotel Diadora Petrcane Zadar County Dalmatia,"Decent family hotel, but lacking on details The Diadora is a decent family hotel. Expect loads of kids running around with an associated noise level. Don't come here, if you don't bring / have / like kids. The hotel presents itself in a fresh and modern setup. On the surface, it is very kid-friendly. This starts with the little ramps at reception, so that even smaller kids can walk up to the receptionist and talk at eye-level. There are strollers to borrow, a special baby area behind reception for quiet feeding and 24/7 food preparation. The restaurant features high chairs and as you certainly have seen in the hotel description, there is a kids animation program and child care. However, if you look a bit closer, you can also find some not so impressive details which we would urge the management to fix asap, e.g. some mains sockets in the kids area with the games were coming out of the wall. That's extremely dangerous, And at least in one open staircase, a sofa was standing close enough to the railing so that a kid could climb over. That doesn't comfort. Rooms are well setup with a special sleeping space for two kids, closed off from the main room. That's a nice idea and gives the kids some privacy, What we didn't like so much was the bulky flatscreen TV dominating the central desk at the foot end of the parants bed. It effectively sits in the middle of the room and calls out to be looked at all the time. That's not kids friendly. Apart from that, the rooms had nothing missing, the bath was well setup with separate shower and bath tub. For the kids, there is a small pedestal to reach up to the basin. Good idea! Food is not something to praise, unfortunately. While the dining area itself is in a nice design for the large number of guests it needs to server, the food itself varies quite a bit in quality. We attended off-season with not many guests around and that seemed to be rather a problem for the kitchen, which tried to keep up the variety but somehow compromised on quality. Fruits and cucumbers were typically tasteless. Vegetables not too impressive either. The worst, however, are the drinks. No natural juices, no still water (apart from the machine water from the soft drinks machine, that always tasted like some sugary stuff was added). The juice machine produced really horrible stuff and the soft drinks machine seemed to do its local variation of coke, sprite, fanta and the like, which was rather disappointing. Improving drinks would be the single easiest thing to improve the overall hotel experience. Variety of food, however, was great. Over one week, we never had the same buffet offer twice. There is a bit of a show kitchen where fish and meat are done freshly in front of you (and actually are not too bad at all). In the evenings, there is an ice cream stand which enjoys some popularity by the kids. The kids have a separate eating area and also some so-called kids dishes (the usual french fries, chicken nuggets, etc...). The pool and spa area were well done and all very clean. There is a shallow kids water playground indoor separate from the real pools, so that not much can happen. The real pools (one of which is indoor and heated with a channel to swim out) are all 1.40m deep, so if your kid cannot swim, this is dangerous and you need to pay attention all the time. The indoor pool has an area of 90cm where our kid was able to stand, but under water there's a ramp going down to the deeper parts, so even here a lot of care is necessary. Kids can visit a swimming school, but we haven't tried that. The sauna features a steam and a finnish sauna in a nice spa space. Certainly in good standard and we enjoyed that a lot. You can also get a massage but don't expect anything fancy. Our son had his first kids massage and enjoyed that a lot. The whole complex is located on a private peninsula called Punta Skala with a private beach. However, don't expect much of a beach. It's a small patch of coarse sand on an otherwise rocky coast. Nothing to build sand castles. Staff at the hotel is extremely friendly and tries to be genuinely helpful. That's true for the restaurant, the reception, the room service, the child care, etc... We felt very welcome and all our questions and requests were dealt with swiftly. Two final points that we found negative: the kids area features quite a few game machines that all work on 5 Kuna coins. I don't find this appropriate and the playground should be free. Making some extra money with massages and stuff is expected and common, but earning extra on the kids is a bit inappropriate for a hotel like this and makes you wonder. Also annoying is the fact, that the peninsula is car free - and while there is a huge underground parking, it is charged extra a around 10 Euros a night. In the end we paid more for parking than for our rental car. Since there is no other practical way to get to the place, you could as well add the 10 Euros to the room price.",Hotel_Review-g1182225-d1380423-Reviews-Falkensteiner_Family_Hotel_Diadora-Petrcane_Zadar_County_Dalmatia.html,2016-10-01T00:00:00,"Decent family hotel, but lacking on details","The Diadora is a decent family hotel. Expect loads of kids running around with an associated noise level. Don't come here, if you don't bring / have / like kids. The hotel presents itself in a fresh and modern setup. On the surface, it is very kid-friendly. This starts with the little ramps at reception, so that even smaller kids can walk up to the receptionist and talk at eye-level. There are strollers to borrow, a special baby area behind reception for quiet feeding and 24/7 food preparation. The restaurant features high chairs and as you certainly have seen in the hotel description, there is a kids animation program and child care. However, if you look a bit closer, you can also find some not so impressive details which we would urge the management to fix asap, e.g. some mains sockets in the kids area with the games were coming out of the wall. That's extremely dangerous, And at least in one open staircase, a sofa was standing close enough to the railing so that a kid could climb over. That doesn't comfort. Rooms are well setup with a special sleeping space for two kids, closed off from the main room. That's a nice idea and gives the kids some privacy, What we didn't like so much was the bulky flatscreen TV dominating the central desk at the foot end of the parants bed. It effectively sits in the middle of the room and calls out to be looked at all the time. That's not kids friendly. Apart from that, the rooms had nothing missing, the bath was well setup with separate shower and bath tub. For the kids, there is a small pedestal to reach up to the basin. Good idea! Food is not something to praise, unfortunately. While the dining area itself is in a nice design for the large number of guests it needs to server, the food itself varies quite a bit in quality. We attended off-season with not many guests around and that seemed to be rather a problem for the kitchen, which tried to keep up the variety but somehow compromised on quality. Fruits and cucumbers were typically tasteless. Vegetables not too impressive either. The worst, however, are the drinks. No natural juices, no still water (apart from the machine water from the soft drinks machine, that always tasted like some sugary stuff was added). The juice machine produced really horrible stuff and the soft drinks machine seemed to do its local variation of coke, sprite, fanta and the like, which was rather disappointing. Improving drinks would be the single easiest thing to improve the overall hotel experience. Variety of food, however, was great. Over one week, we never had the same buffet offer twice. There is a bit of a show kitchen where fish and meat are done freshly in front of you (and actually are not too bad at all). In the evenings, there is an ice cream stand which enjoys some popularity by the kids. The kids have a separate eating area and also some so-called kids dishes (the usual french fries, chicken nuggets, etc...). The pool and spa area were well done and all very clean. There is a shallow kids water playground indoor separate from the real pools, so that not much can happen. The real pools (one of which is indoor and heated with a channel to swim out) are all 1.40m deep, so if your kid cannot swim, this is dangerous and you need to pay attention all the time. The indoor pool has an area of 90cm where our kid was able to stand, but under water there's a ramp going down to the deeper parts, so even here a lot of care is necessary. Kids can visit a swimming school, but we haven't tried that. The sauna features a steam and a finnish sauna in a nice spa space. Certainly in good standard and we enjoyed that a lot. You can also get a massage but don't expect anything fancy. Our son had his first kids massage and enjoyed that a lot. The whole complex is located on a private peninsula called Punta Skala with a private beach. However, don't expect much of a beach. It's a small patch of coarse sand on an otherwise rocky coast. Nothing to build sand castles. Staff at the hotel is extremely friendly and tries to be genuinely helpful. That's true for the restaurant, the reception, the room service, the child care, etc... We felt very welcome and all our questions and requests were dealt with swiftly. Two final points that we found negative: the kids area features quite a few game machines that all work on 5 Kuna coins. I don't find this appropriate and the playground should be free. Making some extra money with massages and stuff is expected and common, but earning extra on the kids is a bit inappropriate for a hotel like this and makes you wonder. Also annoying is the fact, that the peninsula is car free - and while there is a huge underground parking, it is charged extra a around 10 Euros a night. In the end we paid more for parking than for our rental car. Since there is no other practical way to get to the place, you could as well add the 10 Euros to the room price.",5,,4,5,,,,,0.064262566,neutral,4,1,0
1184,laszloh41,1380423,Falkensteiner Family Hotel Diadora Petrcane Zadar County Dalmatia,"Would have been the best holiday, unfortunatelly kids got infected by nasty desease We could have had a fantastic holiday, with my wife and two kids, 6 yrs and 10 months of age. Hotel is really superb, food is exceeding expectation every day. Unfortunatelly half way into our holiday my smaller kid started to have the nose running and the bigger one also had slight headache, but nothing serious. Just to be on the safe side we have seen the Doc of the facility with the smaller one, who was very helpful, also asked if she is having rushes, too. At that point we didnt really understand the question, how a running nose comes to having rushes. Two days later we were surprised to see a baby being pushed by the mon into the elevator in his/her cart next to us, and the baby's face was fully covered by spots/rushes, looked exactly like one having chicken pox. After we arrived home both kids started to have rushes, and it turned out that they have a so called ""hand, leg and mounth"" disease, which causes similar spots/rushes as chicken pox, but only on hand/feet/around the mouth. Its caused by the enterovirus coxsackie a16. Based on what has happened now we understand retrospectively why the Doc was asking for rushes, as my daughter was showing early signs of this desease, and there were already others with the same desease in the facility. I dont understand: - why the management did not take any action, even the kids with clear and visible signs were let amongst the rest to infect them - why the Doc did not tell us that actually my daugher also have this desease, it would have been much easier to treat her if we knew from the beginning what she was having. They both recovered by now, but just to give you a hint how serious it was, we were there week commencing 29th Aug and my kids still have the skin coming off from the feet and also some fingernails is being gone now....",Hotel_Review-g1182225-d1380423-Reviews-Falkensteiner_Family_Hotel_Diadora-Petrcane_Zadar_County_Dalmatia.html,2016-10-01T00:00:00,"Would have been the best holiday, unfortunatelly kids got infected by nasty desease","We could have had a fantastic holiday, with my wife and two kids, 6 yrs and 10 months of age. Hotel is really superb, food is exceeding expectation every day. Unfortunatelly half way into our holiday my smaller kid started to have the nose running and the bigger one also had slight headache, but nothing serious. Just to be on the safe side we have seen the Doc of the facility with the smaller one, who was very helpful, also asked if she is having rushes, too. At that point we didnt really understand the question, how a running nose comes to having rushes. Two days later we were surprised to see a baby being pushed by the mon into the elevator in his/her cart next to us, and the baby's face was fully covered by spots/rushes, looked exactly like one having chicken pox. After we arrived home both kids started to have rushes, and it turned out that they have a so called ""hand, leg and mounth"" disease, which causes similar spots/rushes as chicken pox, but only on hand/feet/around the mouth. Its caused by the enterovirus coxsackie a16. Based on what has happened now we understand retrospectively why the Doc was asking for rushes, as my daughter was showing early signs of this desease, and there were already others with the same desease in the facility. I dont understand: - why the management did not take any action, even the kids with clear and visible signs were let amongst the rest to infect them - why the Doc did not tell us that actually my daugher also have this desease, it would have been much easier to treat her if we knew from the beginning what she was having. They both recovered by now, but just to give you a hint how serious it was, we were there week commencing 29th Aug and my kids still have the skin coming off from the feet and also some fingernails is being gone now....",5,,4,,5,,,,0.033928571,neutral,4,1,0
1185,180gaph,1380423,Falkensteiner Family Hotel Diadora Petrcane Zadar County Dalmatia,"Hugh Family Hotel, OK Food, Heaven for kids All inclusive family hotel. Food buffet selection is great and quite good. Breakfast with automatic coffee machine. Lunch/dinner with free flow beer and wine. However, there is only one restaurant for Breakfast, lunch and dinner. It would be boring to eat here after few days. Many places and activities for kids to enjoy. So many pools, indoor, outdoor for very young kids, up to adult. Great!!! Fireman activity is cool. Games are available. Highly recommend for family with kids.",Hotel_Review-g1182225-d1380423-Reviews-Falkensteiner_Family_Hotel_Diadora-Petrcane_Zadar_County_Dalmatia.html,2016-08-01T00:00:00,"Hugh Family Hotel, OK Food, Heaven for kids","All inclusive family hotel. Food buffet selection is great and quite good. Breakfast with automatic coffee machine. Lunch/dinner with free flow beer and wine. However, there is only one restaurant for Breakfast, lunch and dinner. It would be boring to eat here after few days. Many places and activities for kids to enjoy. So many pools, indoor, outdoor for very young kids, up to adult. Great!!! Fireman activity is cool. Games are available. Highly recommend for family with kids.",,,,,,,,,0.29625,positive,5,1,1
1186,zagorhatchett,1380423,Falkensteiner Family Hotel Diadora Petrcane Zadar County Dalmatia,"Definitely the best family hotel in Croatia! It is nearly perfect for vacation with kids! It was our second stay in this hotel (the first time we stayed out of season) and both times we were very happy with everything. I would join the other reviewers who praised this hotel. I especially liked that they had different show for kids every evening. However, not only facilities for kids were taken care of very meticulously. For example, there is wifi on the hotel beach! Not that you very much need it there, but it shows how much they care. Car parking/garage is perfect. Covered, airy and has a car wash! The only small remark is about the fact that in the restaurants the ready-made salads were with onions added. Some people don't like onions, so maybe put them aside. I would recommend this hotel to anyone who wants to go to family hotel in Croatia. Keep up with the good work!",Hotel_Review-g1182225-d1380423-Reviews-Falkensteiner_Family_Hotel_Diadora-Petrcane_Zadar_County_Dalmatia.html,2016-08-01T00:00:00,Definitely the best family hotel in Croatia!,"It is nearly perfect for vacation with kids! It was our second stay in this hotel (the first time we stayed out of season) and both times we were very happy with everything. I would join the other reviewers who praised this hotel. I especially liked that they had different show for kids every evening. However, not only facilities for kids were taken care of very meticulously. For example, there is wifi on the hotel beach! Not that you very much need it there, but it shows how much they care. Car parking/garage is perfect. Covered, airy and has a car wash! The only small remark is about the fact that in the restaurants the ready-made salads were with onions added. Some people don't like onions, so maybe put them aside. I would recommend this hotel to anyone who wants to go to family hotel in Croatia. Keep up with the good work!",5,5,,,,5,,,0.37,positive,5,1,1
