Unnamed: 0,rating,user_id,reviewText,categories,item_id,unixReviewTime,reviewTime,gps,price,dtime,hour,minute,second,sentiment score,sentiment_label,sentiment_numeric
604,1,6235257,"The food here is way more expensive than other taco shops and the burritos are small with inferior meat, if you get enough on your burrito to taste it. The tortilla was not cooked ask the way through and was just to soggy. Avoid this place.","['Latin American Restaurant', 'Mexican Restaurant']",3617214,1342384765,7/15/2012,"[33.485079, -117.078728]",$$$,7/15/2012 20:39,20,39,25,-0.731575764,negative,-1
605,5,6235257,"Amazing food, prices are ok","['Latin American Restaurant', 'Mexican Restaurant']",8502541,1342385124,7/15/2012,"[33.237426, -117.29684]",$$$,7/15/2012 20:45,20,45,24,0.722217067,positive,1
606,3,6235257,Only go here if you don't mind having to ask them to remake your drink several times. It is a miracle if they get it right on the first go.,['Coffee Shop'],7098055,1355080750,12/9/2012,"[33.226604, -117.331427]",$$$,12/9/2012 19:19,19,19,10,-0.249456714,neutral,0
607,5,8516060,Holy Horchatas...these baristas have this Horchata Latte...wooooooow...and tres leche muffins are sooo delish I get two of everything. My new daily breakfast and coffee stop. If the lines too long its worth it. But it usually goes quick. Thanks Terra mia u guys got me hooked,"['Caribbean Restaurant', 'Latin American Restaurant', 'Coffee Shop']",5594435,1366136844,4/16/2013,"[33.96947, -118.100534]",$$,4/16/2013 18:27,18,27,24,0.620592396,positive,1
608,5,2508705,Loved Pliney the Elder!  GABF,"['Brewpub', 'Brewery']",5242532,1350009781,10/11/2012,"[38.441704, -122.711536]",$$,10/12/2012 2:43,2,43,1,0.740816785,positive,1
609,5,2508705,Enjoyed the Santa s pet monkey at GABF,['Brewpub'],6427572,1350005431,10/11/2012,"[32.713825, -117.14934]",$$$,10/12/2012 1:30,1,30,31,0.491956792,positive,1
610,5,2508705,Their beers are absolutely amazing! Loved sampling them at GABF!,"['Stores and Shopping', 'Brewery']",7039122,1350179099,10/13/2012,"[33.140764, -117.149654]",$$,10/14/2012 1:44,1,44,59,0.966322781,positive,1
611,4,2508705,Definitely try the Red Trolley Ale! Enjoyed all the beers at GABF!,"['American Restaurant', 'Brewpub', 'Brewery']",6996850,1350179237,10/13/2012,"[32.717479, -117.167243]",$$,10/14/2012 1:47,1,47,17,0.782612293,positive,1
612,5,2508705,Excellent beers at GABF! love the red trolly ale,"['Brewpub', 'American Restaurant']",7204046,1350009161,10/11/2012,"[32.896549, -117.201962]",$$,10/12/2012 2:32,2,32,41,0.945237113,positive,1
613,5,4846722,"This is literally the best eatery ever! I love it. The wait staff are always friendly and will seat you as soon as possible. There's a real warm vibe in the place, especially at night when all the club patrons come to get some food, everyone starts feeling like family. For $20 you can feed an entire African village here!","['American Restaurant', 'Diner']",3985226,1381456418,10/10/2013,"[34.046317, -118.26287]",$$,10/11/2013 1:53,1,53,38,0.984567713,positive,1
614,4,4846722,This shit needs to be 24 hours. Do you know how many people looking for drunk midnight snacks would come just for a chance to see WeeMan?!,"['Mexican Restaurant', 'Latin American Restaurant']",8037966,1385201318,11/23/2013,"[33.837992, -118.384976]",$$$,11/23/2013 10:08,10,8,38,-0.876809283,negative,-1
615,3,4846722,"It's close to where I live and the pizza is good, I like it. It can take a while to get a whole pizza and the guys who work here aren't always polite, but they do always have good music playing.",['Pizza Restaurant'],1207383,1381456192,10/10/2013,"[34.047369, -118.2258]",$$$,10/11/2013 1:49,1,49,52,0.528940003,positive,1
616,5,6432164,Eduardo Sanchez was incredible.  He helped me with both of my phones and is a value employee.  I will definitely recommend my family and friends to this location.,"['Cell Phone Store', 'Electronics Store']",7541547,1376424284,8/13/2013,"[34.284948, -118.717284]",$$,8/13/2013 20:04,20,4,44,0.946759961,positive,1
617,5,9090259,Great customer service from top to bottom. Will never go back to Howe Ave store.,"['Cell Phone Store', 'Electronics Store']",7352987,1369009977,5/19/2013,"[38.609848, -121.384445]",$$,5/20/2013 0:32,0,32,57,0.911800988,positive,1
618,5,9090259,Great Burritos,['Restaurants'],6106726,1345234438,8/17/2012,"[38.571208, -121.465738]",$$,8/17/2012 20:13,20,13,58,0.845580205,positive,1
619,4,9090259,Great happy hour.  $1 oysters and great fish tacos,['American Restaurant'],98560,1370986307,6/11/2013,"[38.580156, -121.494678]",$$,6/11/2013 21:31,21,31,47,0.879552462,positive,1
620,4,9416952,"Must be one of the best bars for watching sports. Didn't eat there but the atmosphere for the NHL game was just great.  Super friendly bar staff, the place radiating with welcoming atmosphere.","['Sandwich Shop', 'Fast Food Restaurant']",8551301,1372054046,6/23/2013,"[37.798134, -122.407201]",$$$,6/24/2013 6:07,6,7,26,0.905826696,positive,1
621,2,5284078,"This place was disgusting, borderline inedible. I have been twice now, and it is by far- the WORST restaurant food I have ever eaten. I'm not kidding, a dollar cheeseburger at McDonalds is better than this crap. The food is stale, cold, gross, and thrown together. I had some kind of fish stew... I almost threw up. It was basically a couple chunks of fish and a crab claw thrown into a big slew of fishy broth. The veggies were rubbery and old, the cheese and bread were hard. I cannot believe that they can get away with charging 40 bucks a plate. But hey, it's Disney. They can do whatever they want!","['Restaurant or Cafe', 'Seafood']",3484339,1340389607,6/22/2012,"[33.805308, -117.920929]",$$$,6/22/2012 18:26,18,26,47,-0.948784041,negative,-1
622,5,1731022,"I have been to several Post Net locations in the area, but this location is by far the best.  Ron & Irene are always quick to help me with my small business needs","['Notary Public', 'Print Shop']",1548505,1341983202,7/10/2012,"[36.001117, -115.105286]",$$,7/11/2012 5:06,5,6,42,0.802975857,positive,1
623,1,4557536,Food is decent but service is terrible the waitress seems to hate people and it shows tip I think not the manager and the owner father and daughter we tried to tell them we didn't receive some things and they still charged for them so we brought it to their attention and told them we don't want a discount or asking for anything just to be treated right and the owner proceeds to tell us you have the right to go somewhere else next time,"['Mexican Restaurant', 'Latin American Restaurant']",7884915,1395369304,3/20/2014,"[32.812539, -117.268572]",$$,3/21/2014 2:35,2,35,4,-0.514606193,negative,-1
624,5,8155224,"Super good food and comfortable prices, nice environment and defiantly the best Thai food in the IE. Free Thai Tea Refills can't be beat!","['Restaurant', 'Asian Restaurant', 'Southeast Asian Restaurant']",2072725,1328676905,2/7/2012,"[34.107155, -117.608915]",$$,2/8/2012 4:55,4,55,5,0.891252239,positive,1
625,4,3720349,"Family owned,real nice people, they give u alot more, for the money u spend. Ive been going there for the last 13yrs. As long as its still open, ill sit at my little table by the window","['Chinese Restaurant', 'Asian Restaurant']",3000777,1358391315,1/16/2013,"[38.529664, -121.444897]",$$,1/17/2013 2:55,2,55,15,0.516307573,positive,1
626,3,2589417,maybe the manager was making a batch of tarter sauce,"['Restaurant', 'Seafood Restaurant', 'Fast Food Restaurant']",9547501,1348968870,9/29/2012,"[39.513955, -119.78905]",$$$,9/30/2012 1:34,1,34,30,-0.347061341,negative,-1
627,3,2589417,"Some Dennys are franchised and the owners do what the want more or less. If your going to compete then lower your prices and be competitive! My father had a shoe store in Ogden,Utah He always said ""its better to have 50 cents in the till than nothing!"" ""Treat your customers with respect be polite and thank them""! WORD OF MOUTH WORKS WONDERS IN THIS LOUSY ECONOMY!!!. Advertising costs money word of mouth is free and you get better results! Regular customers give them a freebie once in a while ! that shows them they are appreciated! Some cafes have blinders on and don't realize or care about customers  sometimes! I worked part time for Denny's in Salt Lake City I averaged a good per hr wage in tips alone! Besdes that we drew a good group of gays because we were really handsome and hot LOL","['Restaurant', 'American Restaurant']",7299807,1320797263,11/8/2011,"[37.784167, -122.404866]",$$$,11/9/2011 0:07,0,7,43,-0.159148149,neutral,0
628,2,2589417,"SUNDAY  BRUNCH ENCOUNTER! Hate to be negative but my first impression I was not impressed! First after entering the main door through a blanket covering entryway. There was a younger gal, at the door With, no greeting almost smug and arrogant, ""do you have a reservation""? I said ""NO""! her reply was "" there's a 45 min wait""! THE PLACE WAS 1/2 EMPTY! ""you can wait at bar"" !  I waited by the door several people entered same scenario  for them too ...finally one couple said can we eat at the bar? she said ""yes"" I said ""can I do the same""? she said ""uh huh""! I go sit at bar , the bar tender says"" I need to have your credit card"" I went to get the food that is supposed to outstanding? I will admit for a poorly stocked breakfast bar  it was meager. Yes the Chicken is good the biscuits seemed frozen pre made the white gravy reeked of garlic powder!  KFC is just as good or even better at 75% less money! The grits were lumpy too! NOT WORTH $ 20 A PERSON with oj and coffee and tip $30 pp  If you want the epitome of snobbery, and false fake pretense then eat here !  The food court at Nordstroms is a better choice",['Soul Food Restaurant'],4452653,1327796290,1/28/2012,"[37.783547, -122.409244]",$$,1/29/2012 0:18,0,18,10,-0.535585381,negative,-1
629,3,2589417,MOVED?????,"['Restaurant', 'Chicken Restaurant']",7620853,1323810874,12/13/2011,"[37.781922, -122.410104]",$$$,12/13/2011 21:14,21,14,34,-0.654553249,negative,-1
630,5,2589417,Wow what a great mall!! The food court too I am totally impressed  The locals are so lucky to have this place,['Clothing Store'],8024660,1327796011,1/28/2012,"[37.784143, -122.407361]",$$,1/29/2012 0:13,0,13,31,0.969692634,positive,1
631,3,2589417,avoid the gyro and do the hot lunch special  the greek potato salad is good too I suggest you get lemon in your water as the gyro made me have indigestion the day before,['Mediterranean Restaurant'],752503,1327106055,1/20/2012,"[37.77867, -122.415681]",$$$,1/21/2012 0:34,0,34,15,-0.16991392,neutral,0
632,5,2589417,I used to drive to the west coast almost every year usually would stop in Reno  then drive west By the time I arrived to Roseville I would take the freeway exit and stop for lunch on the way. This place had a different menu than the chain. Needless to say on my first visit there I had a marinated T bone steak. It was so tender I only needed a fork (no knife) The steak was cooked perfect and excellent!! It has been years since I went there so if anyone else goes there recent. Please post a review and  let me know if they still offer the t bone steak? My recent visit to a local Sizzler in Layton Utah was a very bad experience and I was very dissapointed as I have been going to Sizzler almost 40 years.,"['American Restaurant', 'Steak House']",8646227,1205771891,3/17/2008,"[38.743477, -121.257074]",$$,3/17/2008 16:38,16,38,11,-0.391392373,negative,-1
633,2,2589417,I went here with hopes of good food I was sick 1/2 hour later the food was not at proper temps  avoid this place is was not the cleanest place either!,"['Chinese Restaurant', 'Asian Restaurant', 'Japanese Restaurant']",3656300,1323811179,12/13/2011,"[37.780988, -122.411587]",$$$,12/13/2011 21:19,21,19,39,-0.82143778,negative,-1
634,1,3926011,"smells bad as soon as you enter the door, their shopping cart is full of trash, sticky handle, and some of the wheels are so annoyingly noisy. staffs don't care to ask if you need anything. their stock room staff (who keeps their inventory at par) are discourteous, either blocking your path or just simply pass by side-to-side and wouldn't courteously ask for an excuse.. hit my cart but never said anything, just looked at me like nothing happened. this is the worst Target i've ever visited.",['Department Store'],6645965,1376887209,8/18/2013,"[34.0696, -117.976824]",$$,8/19/2013 4:40,4,40,9,-0.956034312,negative,-1
635,5,3546881,"OMG Amazing!!!!!! I had the duck, and my boyfriend had the elk. I had the server pair a wine for me to go with the food, and it was perfect match! I cant wait to take my family there when they come to visit!","['French Restaurant', 'American Restaurant', 'Diner']",4578732,1382147324,10/18/2013,"[34.510858, -118.35582]",$,10/19/2013 1:48,1,48,44,0.959442199,positive,1
636,4,8695530,"It is always good to visit this place. The service is good, the food is good, and the prices are even better.","['Coffee Shop', 'Tea House']",6074569,1386276924,12/5/2013,"[34.191136, -118.602465]",$$,12/5/2013 20:55,20,55,24,0.665952598,positive,1
637,2,6465335,"Worst service I have ever had! Drinks are overpriced and hardly worth it, and the salad comes out warmer than the wings. About  30 min wait for someone to notice you haven't ordered yet.","['Chicken Restaurant', 'Chicken Wings Restaurant', 'American Restaurant']",3548570,1362216582,3/2/2013,"[34.104615, -117.537604]",$$$,3/2/2013 9:29,9,29,42,-0.969685311,negative,-1
638,1,6465335,"I am a BBQ enthusiast, but this place was by far the worse place to have BBQ food we have ever been to. A shame to call itself such a place. The filet mignon was anything but the name, it more of resembled a cheap butter steak you find in the frozen food aisle. Everything was flavorless and bland, if i order garlic mashed potatoes, i expect to get garlic in the mashed potatoes, or at least a hint of garlic flavor to them. DO NOT EVEN CONSIDER SPENDING A DIME HERE!!!! Overpriced and terrible quality. I expect even mediocre food for that price, would have been better off going to a McDonalds. You have been warned.","['Barbecue Restaurant', 'Steak House', 'Cocktail Bar']",6501017,1377404901,8/24/2013,"[37.651347, -118.986319]",$$,8/25/2013 4:28,4,28,21,-0.920703772,negative,-1
639,3,2306117,"Very good drinks...poor to average food.  I had the bone in Ribeye steak which came oversalted and I went Surf/Turf with some scallops....why did they put two individual dinners on one plate is beyond me.....so presentation on the palte sucked. My wife had the grilled salmon salad which she said was pretty good, salmon wasa bit overcooked (dry) but otherwise good.  I would not recommend coming here especially for the price.","['Seafood Restaurant', 'Steak House', 'Lounge']",6821561,1347121801,9/8/2012,"[33.603897, -117.874002]",$$,9/8/2012 16:30,16,30,1,-0.262016815,neutral,0
640,5,1194741,"The concept here is really cool, great unique ideas for food, and awesome drinks!","['Restaurant', 'American Restaurant', 'Caterer']",6452704,1377805751,8/29/2013,"[37.774041, -122.424244]",$$,8/29/2013 19:49,19,49,11,0.935683034,positive,1
641,5,1330334,"Awesone resturant, delicioso comida","['Latin American Restaurant', 'Mexican Restaurant']",2704564,1381696760,10/13/2013,"[33.782307, -118.309598]",$$$,10/13/2013 20:39,20,39,20,0.813809306,positive,1
642,5,1330334,Very friendly awesome coustomer service good food resonable price,['Breakfast Restaurant'],7993954,1370187611,6/2/2013,"[33.734101, -118.292464]",$$,6/2/2013 15:40,15,40,11,0.855680447,positive,1
643,4,4252901,"Very good Ramen, nice service.","['Ramen Restaurant', 'Asian Restaurant', 'Japanese Restaurant']",7527666,1376965270,8/19/2013,"[37.392234, -122.078413]",$$,8/20/2013 2:21,2,21,10,0.790247251,positive,1
644,5,2652834,The aged steaks and prime rib are fantastic. The mashed potatoes as well.,"['Seafood Restaurant', 'Steak House']",3496522,1388345229,12/29/2013,"[36.866918, -119.756212]",$$,12/29/2013 19:27,19,27,9,0.86116148,positive,1
645,1,2652834,Nice waitress. Bad food.,['Mexican Restaurant'],471894,1386812092,12/11/2013,"[36.735891, -119.696142]",$$,12/12/2013 1:34,1,34,52,0.10307127,neutral,0
646,4,5243835,Good classic diner with a nice selection of traditional and modern food alike.,['Restaurant'],1742990,1379604215,9/19/2013,"[34.033998, -118.48019]",$$,9/19/2013 15:23,15,23,35,0.677640948,positive,1
647,4,1533198,"Amazing scallops, perfectly carmelized and cooked perfectly. A truly tasty chowder, and good service, a definite keeper!","['Restaurant', 'Seafood Restaurant']",1285574,1306179230,5/23/2011,"[37.808947, -122.418066]",$,5/23/2011 19:33,19,33,50,0.983200364,positive,1
648,5,3683758,Homemade pasta bolgnese was very good. Profiteroles were excellent. Server very friendly.,"['Bistro', 'European Restaurant']",9351553,1370455403,6/5/2013,"[37.786627, -122.409598]",$$,6/5/2013 18:03,18,3,23,0.837176148,positive,1
649,5,813730,"First off this location had an abnormal amount of coupons.  Usually there's only 3-4 deals, this location had 15 or so.  I wasn't skimped on toppings even though I ordered what seemed like waaaay too much pizza for what I paid.  Top notch.    Also whoever wrote the review and said ""Greasy Pizza"" needs falcon punched in the throat.  IT'S A PIZZA of course it's going to be greasy, that's why I'm eating it instead of a salad moron.  Bacon.",['Delivery Restaurant'],5722623,1339637054,6/13/2012,"[34.700541, -120.468022]",$$$,6/14/2012 1:24,1,24,14,-0.378370439,negative,-1
650,2,3123296,"STAY AWAY FROM THIS STORE! What the sales associate tells you is one thing, what is hidden away in the fine print of your contract is something entirely different. When you complain to Sprint national, they will refer you to the store. When you complain to the store, they will refer you to Sprint national. If you value your sanity, find another provider.",['Cell Phone Store'],5181669,1341760681,7/8/2012,"[38.778763, -121.264171]",$$,7/8/2012 15:18,15,18,1,-0.86306015,negative,-1
651,5,7626976,Very nice little place. Though I am a bit biased when it comes to hand crafted brews.Kernville is a nice place to be anyway. Until the tourist season hits.,['Brewpub'],1029247,1345713001,8/23/2012,"[35.757559, -118.419114]",$$,8/23/2012 9:10,9,10,1,0.437428171,positive,1
652,3,8256601,"Nothing special and doesn't pretend to be, and there is not a thing wrong with that. Food is decent down home cooking, service is great for a place like this one, and prices are cheap. They're open late and they are pretty much the only show in town. If you're hungry after a long day hiking, it's hard to complain.",['American Restaurant'],6991270,1340779959,6/26/2012,"[37.821513, -120.088806]",$$,6/27/2012 6:52,6,52,39,-0.208036911,neutral,0
653,4,8256601,"Excellent service, quaint and appealing atmosphere. Food was served quickly and was priced reasonably. My only complaint is that it felt somewhat like the ambition of the menu options (which was impressive) sometimes took precedent over how the food was cooked. For instance, I ordered the chili lime chicken over quinoa with parsley. Interesting recipe and good flavors...but my chicken was rubbery and chewy. The texture took away from what was otherwise a well conceived dish.  Still definitely worth a try if you're in the area and want to try someplace interesting.","['Hotel', 'Vacation Home Rental Agency', 'Restaurant']",8225547,1340779734,6/26/2012,"[37.839169, -120.230363]",$$,6/27/2012 6:48,6,48,54,0.482530727,positive,1
654,4,8256601,"Great crab and mussels. Service was just ok. A little slow and impersonal. Bathrooms were pretty gross. Blood on the sink, toilets very dirty.",['Seafood Restaurant'],5417566,1340773809,6/26/2012,"[37.809102, -122.415226]",$$,6/27/2012 5:10,5,10,9,0.032155659,neutral,0
655,3,8357395,Bad service,['Coffee Shop'],1500811,1390413617,1/22/2014,"[33.191066, -117.359962]",$$$,1/22/2014 18:00,18,0,17,-0.795377023,negative,-1
656,3,3866178,"The only thing i like about this place was the service, the rest of the things was out of life and not fresh. the food was less tasty than any other restuarants I tried so far. this place let me down and the food was less tasty","['Indian Restaurant', 'Event Venue', 'Asian Restaurant']",142785,1371065810,6/12/2013,"[37.376962, -122.030373]",$$,6/12/2013 19:36,19,36,50,-0.568543199,negative,-1
657,2,7630223,"first and last time, food was bad",['Mexican Restaurant'],1515593,1387947075,12/24/2013,"[36.264507, -115.256674]",$$,12/25/2013 4:51,4,51,15,-0.628046831,negative,-1
658,1,8236632,Tried to like this place but went twice and both times the pizza was under undercooked. The dough was still very doughy both times. Will never go back.,"['Takeout Restaurant', 'Pizza Delivery']",5164229,1373467586,7/10/2013,"[37.718424, -122.14669]",$$,7/10/2013 14:46,14,46,26,-0.686118275,negative,-1
659,5,8236632,Cheap and quick. Excellent pizza for the price. Their cheesy bread is what their pizzas should be like.,['Delivery Restaurant'],6132808,1373467845,7/10/2013,"[37.721397, -122.16957]",$$$,7/10/2013 14:50,14,50,45,0.843673034,positive,1
660,5,8236632,They make great quality pizza. This place mostly deals with take-out orders. Their dining in area is lacking. Can't blame them though because it's not really an area you hangout at. Get your stuff and go.,"['Pizza Restaurant', 'European Restaurant']",7933943,1373483472,7/10/2013,"[37.723819, -122.156364]",$$,7/10/2013 19:11,19,11,12,0.29243943,neutral,0
661,2,8236632,It's unfortunate the type of people this location attracts. Gets extremely packed on weekends and it seems people starve their kids before they go because they inhale any samples and leave none for people that are actually interested in the product. People here are also very inconsiderate and will stop in the middle of the lane to look around or talk blocking most of the Isle. I started driving all the way to Danville to shop at Costco. Much nicer with a better class of people as well.,"['Wholesale Club', 'Department Store']",4713138,1373438754,7/9/2013,"[37.720802, -122.181815]",$$,7/10/2013 6:45,6,45,54,-0.302682213,negative,-1
662,4,4525252,"if you are a coffee nerd you will love this place, especially if you love machiatto and black coffee. It is like Teavana for coffee in that the employees actually know about coffee and what it takes to brew it right. The customer service is also very excellent, however unlike Teavana the great results are not as easy to do at home because they use very unique equipment that looks like a laboratory . A very fun experience, but if your used to sugary lattes you better come open minded or you will dislike the flavorful reality of true coffee","['Espresso Bar', 'Coffee Shop']",5654979,1332036823,3/17/2012,"[33.693156, -117.92603]",$$$,3/18/2012 2:13,2,13,43,0.352676303,positive,1
663,5,8482935,"Great service, great food, big portions; & good prices for the area. If you are hungry this is the place to go ; can't go wrong!!! Everything is made fresh, you could actually see them prepare you food.",['Cafe'],9792344,1329928688,2/22/2012,"[37.806392, -122.415776]",$$$,2/22/2012 16:38,16,38,8,0.882504074,positive,1
664,5,4681255,I got the best service from this store like no other,"['Cell Phone Store', 'Electronics Store']",4109013,1393743895,3/1/2014,"[33.800525, -116.38838]",$$,3/2/2014 7:04,7,4,55,0.925700003,positive,1
665,4,9615158,We are never disappointed at his Mexican restaurant.  On Saturday night we were treated to a strolling singer who could hold a note longer than anyone I had ever heard.,"['Mexican Restaurant', 'Latin American Restaurant', 'American Restaurant']",9902129,1348074829,9/19/2012,"[36.843838, -121.535291]",$$,9/19/2012 17:13,17,13,49,0.671296897,positive,1
666,4,575494,the food here was great i had the chilean sea bass it was really good.,"['Brazilian Restaurant', 'Bar & Grill']",9460492,1390083151,1/18/2014,"[34.152833, -118.826769]",$$,1/18/2014 22:12,22,12,31,0.709373202,positive,1
667,3,9547096,Food ok service bad,['Brewpub'],623857,1373690231,7/12/2013,"[37.673854, -122.08146]",$$,7/13/2013 4:37,4,37,11,0.051954521,neutral,0
668,5,9547096,Food excellent,"['Thai Restaurant', 'Asian Restaurant', 'Southeast Asian Restaurant']",9258448,1365309159,4/6/2013,"[37.674495, -122.081518]",$$,4/7/2013 4:32,4,32,39,0.810977289,positive,1
669,3,2669881,Servicio malo,"['Hamburger Restaurant', 'American Restaurant', 'Takeout Restaurant']",3477091,1365992226,4/14/2013,"[33.989114, -118.247523]",$$$,4/15/2013 2:17,2,17,6,-0.782328081,negative,-1
670,5,4272156,Awsome food they actualy have sweet and sour pork yummy the girls are sweet and very fast good place to eat,"['Fast Food Restaurant', 'Chinese Restaurant']",8413505,1374332210,7/20/2013,"[36.974357, -120.079126]",$$$,7/20/2013 14:56,14,56,50,0.530485442,positive,1
671,4,4272156,Beautiful women and good pizza evermont pizza is a good veggi pizza highly recommend,"['European Restaurant', 'Pizza Restaurant']",7709885,1374332518,7/20/2013,"[36.974469, -120.082256]",$$,7/20/2013 15:01,15,1,58,0.869957915,positive,1
672,2,4272156,Fried fish too greasy baked fish was driping oil dirty and people rude takes forever to get your food even after there only being two other peoplepeople,"['Fast Food Restaurant', 'Seafood Restaurant']",1481283,1374333140,7/20/2013,"[36.97541, -120.074305]",$$$,7/20/2013 15:12,15,12,20,-0.814261615,negative,-1
673,2,4272156,Got a racist manager and a horrible service they have cockroaches in the back and the manager hates homeless people chased a young man from the shade and is not a man of god the only nice person is the hostess named Lilly thank you Lilly for being a good girl of god hun,"['Restaurant', 'American Restaurant']",8715721,1374331936,7/20/2013,"[36.975041, -120.083506]",$$$,7/20/2013 14:52,14,52,16,-0.915138046,negative,-1
674,5,4272156,Italian food @ its best it maygnlt be andrades italian qusine but it is jus as good I send great love 2 maro dicicco cuz he comes out of the kitchen 2see how gud the food was n talks with u they realy treat u like family marco gratci 4 the food,"['Pizza Restaurant', 'European Restaurant', 'Italian Restaurant']",4110751,1326149278,1/9/2012,"[36.95376, -120.058274]",$$,1/9/2012 22:47,22,47,58,0.522289741,positive,1
675,2,4272156,Manager doesn't like the homeless people she's very rude,"['American Restaurant', 'Fast Food Restaurant', 'Hamburger Restaurant']",4412257,1374247676,7/19/2013,"[36.952532, -120.07559]",$$$,7/19/2013 15:27,15,27,56,-0.679549166,negative,-1
676,5,4272156,Nice people nice place good subs,"['Sandwich Shop', 'Fast Food Restaurant', 'Beverages']",7228668,1374332917,7/20/2013,"[36.980531, -120.086893]",$$$,7/20/2013 15:08,15,8,37,0.599999206,positive,1
677,5,4272156,Ok for those who ain't smart well if u can't find it walk intowalmart n look to ur right ask them where it is! Lol good if ur gonna shop n eat plus the only place that comes close to the mall in any town n they r serious when they say they love to see u smile,"['Fast Food Restaurant', 'Hamburger Restaurant']",1536483,1343661982,7/30/2012,"[36.975567, -120.081132]",$$$,7/30/2012 15:26,15,26,22,-0.045362507,neutral,0
678,5,4272156,Manager is nice people are nice and Great food,"['Restaurant', 'American Restaurant']",9555958,1374248091,7/19/2013,"[37.018618, -120.133019]",$$$,7/19/2013 15:34,15,34,51,0.726346828,positive,1
679,2,8012448,I found everything to be over sauced and sickeningly sweet in fact I got very sick after the meal that I ate there which was a rack of lamb sorry to say but very overpriced and not very good food presentation with poor beans were over cooked potatoes taste it as though they were frozen or fast frozen add water the ratings are the food,['Restaurant'],9153227,1362341235,3/3/2013,"[38.900581, -121.067757]",$$,3/3/2013 20:07,20,7,15,-0.597970337,negative,-1
680,5,1743388,"Great food, authentic flavor and a very comfortable environment. It seems somewhat empty at times for how great they are, but that's nothing to complain about, as the food and service is excellent.","['European Restaurant', 'Mediterranean Restaurant', 'Greek Restaurant']",6693289,1379713123,9/20/2013,"[32.746129, -117.210451]",$$,9/20/2013 21:38,21,38,43,0.680948118,positive,1
681,3,6013104,Service is slow here for ten minutes and still no coffee,['American Restaurant'],2820206,1364061647,3/23/2013,"[34.527209, -117.221474]",$$$,3/23/2013 18:00,18,0,47,-0.731568407,negative,-1
682,1,4252727,"I will give this Dunkin' Donuts location no stars. They had workers that were all fired, why? because they  messed up on every single order. Now there is a new set of workers there and they also suck! They don't know how to make coffee. There is something always out of stock where they can't even complete your order and ask if it was okay! NO IT'S NOT!!!  My coffee never comes out right, even a simple REGULAR coffee. I will never return to this location ever again. I'll rather spend the extra dollar at Starbucks ... A place where they never mess up and out of stock!  They should get a new set of workers .. again!!!","['Coffee Shop', 'Dessert Shop', 'Bakery']",4441241,1386643766,12/9/2013,"[36.05461, -115.171606]",$$$,12/10/2013 2:49,2,49,26,-0.959134447,negative,-1
683,5,9077673,"Went to have brunch today, first time there.  The food was great, very good taste.  RJ, the owner came to our table to make sure we liked everything. Our waitress was really nice too.",['Steak House'],1296284,1380501816,9/29/2013,"[33.563141, -117.209044]",$$,9/30/2013 0:43,0,43,36,0.78462363,positive,1
684,2,4762316,I ate a burrito there once and got very sick if that wasnt bad enough it came cold served by a waitress that seemed mad to be there and took it out on customers do yourself a favor eat  at Agave.,"['European Restaurant', 'Mexican Restaurant']",7520131,1369647475,5/27/2013,"[37.958296, -122.04047]",$$$,5/27/2013 9:37,9,37,55,-0.444448195,negative,-1
685,3,3155285,"Ordered the ravioli -- worst decision ever. Lemon curd based sauce is overpowering and all I could taste and was poured so heavily on the plate that my Dad thought it was a soup at first. The service wasn't good, either -- Dad's fork was really gross and not cleaned.","['Italian Restaurant', 'European Restaurant', 'Bar']",7367256,1345240261,8/17/2012,"[37.394272, -121.945226]",$$,8/17/2012 21:51,21,51,1,-0.938472247,negative,-1
686,3,7945121,my own personal experience with the Salvation Army here is mixed as i feel that those who have been long timers are in a clique a clique that should have never even got started ~`~in the first place they remind me of my high school days   I could say more but I dont think it would be Christian like of me besides I dont wantvto become like them,['Social Services Organization'],9025620,1366456451,4/20/2013,"[40.174885, -122.242885]",$$$,4/20/2013 11:14,11,14,11,-0.104693148,neutral,0
687,5,3031669,I go here for lunch everyday! Orange dream! And its a few minutes away from my office,['Juice Shop'],212578,1341618511,7/6/2012,"[33.490443, -117.698593]",$$$,7/6/2012 23:48,23,48,31,0.72024251,positive,1
688,5,3031669,The lava cake is amazing! Get the cinnastix too!,['Pizza Delivery'],4868961,1341601739,7/6/2012,"[33.468752, -117.699079]",$$$,7/6/2012 19:08,19,8,59,0.919356767,positive,1
689,1,3092417,Need to work in there lines at the cashier and also rude,"['Department Store', 'Discount Store', 'Pharmacy']",6338507,1387311090,12/17/2013,"[34.165383, -117.337359]",$$$,12/17/2013 20:11,20,11,30,-0.607299269,negative,-1
690,2,4978257,"I was there last week trying to buy a part for my faucet, the gentleman was helping me broke my sample and on top of that he said homedepot doesnt even carry this piece. would not recommend anyone to come at this particular location","['Home Improvement Store', 'Tile Store']",3396385,1366131984,4/16/2013,"[33.774963, -117.944141]",$$$,4/16/2013 17:06,17,6,24,-0.90454495,negative,-1
